Fecha;Item 1;item 2;Item 3;Item 4;Item 5;Item 6;Item 7;Item 8;Item 9;Item 10;Item 11;Item 12;Item 13;Item 14;Item 15;Item 16;Item 17;Item 18;Item 19;Item 20;Item 21;Item 22;Item 23;Item 24;Item 25;Item 26;Item 27;Item 28;Item 29;Item 30;Item 31;Item 32;Item 33;Item 34;Item 35;Item 36;Item 37;Item 38;Item 39;Item 40;Item 41;Item 42;Item 43;Item 44;Item 45;Item 46;Item 47;Item 48;Item 49;Item 50;Item 51;Item 52;Item 53;Item 54;Item 55;Item 56;Item 57;Item 58;Item 59;Item 60;Item 61;Item 62;Item 63;Item 64;Item 65;Item 66;Item 67;Item 68;Item 69;Item 70;Item 71;Item 72;Item 73;Item 74;Item 75;Item 76;Item 77;Item 78;Item 79;Item 80
19/02/2023;0;160;96;1;4;0;5;0;16;384;1000;3;11;3;40;8;0;608;29;4;3;0;0;220;1;0;0;11;1;0;0;2;0;0;0;0;0;0;13;0;1;5;4;0;0;0;240;0;60;1;1;0;0;0;0;0;1;1;0;0;0;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26/02/2023;660;1198;1126;3;121;43;18;0;229;3958;200;40;22;4;71;26;0;592;0;8;3;0;1;1180;0;0;0;12;0;59;15;11;0;0;0;0;0;0;74;0;0;0;10;0;0;1;0;0;40;1;18;0;0;0;0;0;1;0;0;1;0;120;0;0;0;0;198;0;0;0;0;0;0;0;0;2;0;0;0;0
5/03/2023;748;576;586;4;19;123;2;3;25;1260;400;18;54;15;22;28;142;360;6;4;7;0;0;0;0;27;0;5;0;3;9;1;0;3;40;0;0;0;36;0;0;0;7;0;120;0;0;0;300;0;5;0;0;0;104;0;0;0;30;8;0;96;21;0;2;0;0;40;0;0;40;0;0;0;60;8;0;0;0;1
12/03/2023;1108;884;390;1;8;0;0;1;0;660;34;11;10;4;0;0;0;0;0;0;1;411;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;6;0;0;0;0;0;100;1;6;1;0;0;0;0;0;0;0;1;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19/03/2023;516;1108;834;7;14;80;6;4;-180;168;1060;2;0;12;0;19;33;308;0;0;2;0;0;150;0;0;0;20;0;0;4;1;0;0;1;0;34;0;0;0;0;0;1;0;0;0;0;0;80;0;0;0;0;0;0;0;0;0;0;3;0;12;0;0;0;0;200;0;0;0;0;0;0;0;0;0;0;400;0;1
26/03/2023;368;914;600;7;6;60;9;0;205;408;2790;34;18;25;0;11;133;1562;1;13;14;116;0;1380;1;0;0;0;1;30;6;7;0;0;20;0;17;3;4;0;1;1;9;0;0;1;0;190;40;0;3;0;0;0;0;0;0;0;0;4;0;156;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;13
2/04/2023;2776;900;560;3;18;0;5;52;10;948;656;34;47;26;6;20;0;1141;0;0;5;0;1;140;0;-8;1;5;0;60;0;2;0;0;128;0;67;0;64;0;1;0;0;0;0;0;0;50;30;2;4;0;0;0;0;1;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
9/04/2023;300;0;0;3;-57;0;0;8;-190;-3168;0;10;40;0;21;0;10;0;0;4;0;0;0;0;0;0;0;4;0;0;0;25;0;0;0;0;128;0;0;0;0;0;0;0;996;0;0;0;0;0;1;0;0;0;800;0;0;0;90;0;0;0;120;0;0;0;0;120;0;0;200;0;0;0;360;0;0;0;0;0
16/04/2023;132;516;132;2;1;10;3;6;30;336;322;22;6;2;0;6;0;64;0;8;2;0;0;860;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;1;0;3;0;0;20;0;-10;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;80;0;0;0;0;0;0;0;0;3;0;100;0;0
23/04/2023;948;1948;1712;2;14;198;0;11;92;528;0;4;16;0;6;17;30;0;0;3;2;12;2;100;0;21;0;0;0;0;140;11;0;3;0;0;0;0;520;0;0;0;1;0;0;0;192;40;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;5;0;0;0;100;0;1
30/04/2023;1156;608;1824;11;29;162;19;12;124;636;45;17;41;0;66;0;154;2;0;28;38;0;0;33;0;0;0;1;0;102;0;2;0;1;0;0;0;0;243;0;0;10;8;0;0;3;0;120;80;1;8;0;0;40;0;0;0;0;0;1;0;84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7/05/2023;0;0;600;3;0;2;4;0;50;0;80;0;3;0;0;0;5;758;0;0;0;0;0;307;0;20;0;0;0;20;0;1;1;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14/05/2023;-44;368;0;19;5;119;8;9;81;0;0;0;12;4;82;0;90;0;0;0;0;0;0;60;0;0;0;4;0;-10;17;1;0;0;0;0;0;3;12;0;0;0;3;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21/05/2023;1436;1412;1642;37;60;409;3;9;153;784;400;17;20;6;102;0;135;448;43;6;5;158;0;320;0;177;0;0;0;61;18;6;0;0;0;0;0;2;137;0;0;30;27;0;0;0;180;40;100;1;16;0;0;120;0;0;0;0;0;3;0;192;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;40;0;0
28/05/2023;100;75;94;3;3;126;2;9;80;36;68;8;16;1;318;11;136;60;0;1;-1;-8;0;0;0;84;0;8;0;71;5;0;1;0;0;0;0;-1;80;0;2;0;9;0;0;0;0;0;0;2;6;0;0;0;0;0;0;0;0;4;0;0;0;12;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0
4/06/2023;2481;3462;2112;6;85;347;8;45;176;7076;440;78;65;0;158;0;129;822;1;31;6;75;1;533;6;15;0;13;0;15;0;3;0;30;0;0;0;1;32;0;1;40;12;0;0;0;1444;12;820;0;24;0;0;2480;0;0;0;0;0;0;2680;0;0;6;0;0;240;0;0;0;0;2;0;0;0;0;0;140;0;0
11/06/2023;-228;-58;-651;1;18;4;2;21;17;99;0;6;2;13;20;2;-3;0;0;0;1;30;0;0;0;0;0;0;0;75;0;0;0;0;0;0;494;0;-1;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18/06/2023;214;-555;-704;51;8;34;17;9;15;-36;400;6;0;1;20;4;0;660;0;4;5;39;1;150;0;129;0;22;4;504;0;-1;0;5;0;0;373;0;38;0;0;36;0;0;0;0;0;0;20;0;9;0;0;-520;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-100;0;0
25/06/2023;2202;2235;1429;73;41;91;8;11;150;1512;2750;31;25;5;200;1;37;1150;0;24;5;270;0;1410;0;69;0;12;2;378;0;3;0;50;0;0;0;0;47;0;0;0;10;0;0;0;104;0;26;1;24;0;0;520;0;1;0;0;0;0;400;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0
2/07/2023;530;756;336;7;136;148;5;0;258;7178;710;61;26;26;211;68;13;410;0;2;15;132;0;170;0;390;0;3;0;555;0;2;1;7;0;0;0;1;127;0;1;0;21;0;0;0;0;0;74;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;340;0;0
9/07/2023;0;0;40;3;7;10;2;0;0;0;567;7;8;0;6;0;0;100;0;2;3;0;0;267;2;21;0;4;2;3;0;0;1;0;0;620;0;0;0;0;0;0;6;0;0;0;0;24;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;0;0;0;0;0;0;2;0;0;0;200;0;0
16/07/2023;1498;1714;1742;2;23;37;3;11;819;0;3;13;37;28;524;8;5;0;3;1;6;29;1;0;0;0;0;0;0;-4;1;1;0;3;0;0;34;0;64;0;0;0;0;1;3204;0;0;0;0;0;5;0;0;40;1344;0;0;0;120;0;0;50;60;0;0;2004;0;120;2;0;360;0;2;0;0;0;0;0;1300;0
23/07/2023;810;1416;1092;2;26;100;6;15;53;100;0;31;53;3;6;68;31;0;22;4;2;43;0;500;0;42;2;6;0;111;0;1;0;4;68;0;0;1;153;0;0;0;2;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;100;0;40;0;0;1200;0;0;0;0;0;4;0;0;0;0;1200;0;0
30/07/2023;1140;736;1072;12;16;132;12;4;82;304;0;61;24;11;259;34;42;300;11;57;10;35;0;520;2;132;0;22;0;65;0;1;1;0;0;0;0;0;159;0;2;10;35;1;0;0;0;0;246;0;7;6;0;0;0;0;0;0;0;4;0;259;0;47;1;0;0;0;22;24;0;0;0;57;0;0;0;0;0;3
6/08/2023;1349;1916;1323;2;19;-3;15;9;-27;4013;1264;-11;12;14;155;1;52;1500;0;9;0;38;2;1010;0;732;2;2;0;96;30;3;3;-4;68;0;0;0;219;0;1;26;7;0;0;0;48;24;114;0;4;0;0;0;0;0;0;0;0;2;0;56;0;0;0;0;600;0;30;0;0;0;4;5;0;2;0;0;0;0
13/08/2023;1502;1968;696;15;29;158;5;1;17;1128;490;18;28;7;141;5;58;120;0;14;0;206;0;433;12;173;0;5;6;51;2;5;1;0;0;0;0;0;249;0;0;29;16;0;0;0;48;0;20;0;7;0;0;0;0;0;0;0;0;0;0;-26;0;0;0;0;200;0;0;0;0;0;0;0;0;0;0;200;0;0
20/08/2023;240;192;386;12;28;32;4;38;100;288;2360;14;11;35;87;9;2;3152;7;2;2;120;2;1317;0;45;0;0;0;21;0;0;0;2;50;0;100;0;111;0;0;40;13;0;0;1;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27/08/2023;360;1036;889;9;57;51;2;1;59;1708;3444;21;11;3;76;0;0;508;0;0;7;32;0;130;2;148;0;6;0;30;0;0;0;0;0;0;0;0;49;0;0;10;12;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;33;0;48;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3/09/2023;2146;3490;2293;26;56;96;14;30;118;1242;1006;24;48;23;107;11;94;50;1;13;1;131;0;870;0;100;0;5;1;72;25;10;0;9;0;62;0;0;76;0;0;20;7;0;108;0;0;0;60;1;11;0;0;0;104;0;0;0;30;0;0;179;40;45;0;0;0;30;0;0;32;0;0;0;120;0;0;0;40;0
10/09/2023;1744;1400;1452;25;45;100;3;0;40;2403;780;36;37;22;112;15;59;1780;0;24;10;39;0;250;7;46;0;11;5;9;0;12;0;25;17;0;0;1;72;0;0;0;26;0;0;0;0;0;20;0;22;0;0;0;0;0;1;0;0;1;0;103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17/09/2023;788;1108;344;5;9;10;12;0;0;504;124;1;1;12;0;11;0;150;7;0;1;0;1;50;0;0;0;0;0;-58;9;0;1;1;0;0;0;1;-64;0;0;0;6;0;0;0;312;0;100;2;0;0;0;0;0;0;0;0;0;0;0;5;0;4;0;0;100;0;0;50;0;0;0;0;0;0;0;0;0;0
24/09/2023;2860;1996;2048;3;52;40;6;3;52;1247;1126;48;115;9;184;9;25;960;1;2;1;150;3;860;2;544;0;8;3;93;40;1;2;5;0;10;0;0;43;0;3;15;6;0;0;0;648;120;160;0;16;6;0;1000;0;0;0;0;0;0;1120;317;0;14;0;0;0;0;4;0;0;0;0;8;0;0;2;0;0;0
1/10/2023;1745;1690;1079;3;16;58;4;36;35;1579;-12;23;6;20;241;19;55;0;3;0;0;39;1;850;0;5;0;7;0;234;0;0;0;5;0;0;34;1;353;0;1;0;16;0;2004;0;0;0;170;-1;15;0;0;0;1000;0;0;0;200;0;0;124;120;0;0;2004;36;200;2;0;500;0;0;0;201;0;0;0;800;0
8/10/2023;1176;304;186;6;9;63;4;32;0;357;80;20;0;5;20;1;9;0;0;0;1;15;1;0;0;33;0;0;0;30;15;0;2;0;34;0;0;2;32;0;3;0;0;0;0;0;0;0;70;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15/10/2023;650;316;284;1;15;100;1;3;0;567;300;17;13;4;88;6;0;1200;0;0;0;0;1;490;0;-5;0;3;0;7;0;1;1;0;0;0;0;0;23;0;0;0;9;0;0;0;0;0;26;0;0;1;0;0;0;0;0;0;0;0;0;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22/10/2023;1088;1187;1072;1;37;39;1;1;10;1277;-20;23;66;22;138;10;55;430;2;10;-1;13;1;360;2;15;1;21;1;60;0;4;0;7;0;0;17;0;85;204;0;45;22;0;0;0;0;6;94;0;7;0;0;0;0;0;1;0;0;1;0;36;0;0;0;0;0;0;0;6;0;1;1;0;0;0;0;40;0;0
29/10/2023;1808;1452;1568;7;117;220;8;17;60;3739;50;30;41;3;87;5;52;80;0;13;10;189;1;110;7;171;0;12;10;143;43;33;1;59;0;0;0;0;40;0;0;0;10;0;0;0;48;200;190;0;23;0;0;0;104;0;0;0;50;0;0;122;20;0;0;108;40;60;0;90;60;0;0;0;126;0;0;20;40;0
5/11/2023;1310;1620;1464;14;70;219;13;16;25;2304;760;39;57;5;549;0;53;810;2;19;1;240;1;900;9;186;1;22;9;71;12;29;2;3;0;0;17;1;139;0;0;70;5;0;0;2;5040;0;380;2;7;0;0;4000;0;0;0;0;0;2;2840;84;0;0;0;0;132;0;0;0;0;0;1;161;0;0;0;440;0;2
12/11/2023;666;981;1392;0;31;147;1;10;-13;1481;1499;6;9;11;255;25;0;2820;0;3;1;9;3;40;1;0;0;3;22;75;10;0;2;3;0;0;0;2;292;0;1;0;0;0;0;1;200;134;110;3;0;0;0;400;0;0;0;0;0;0;200;0;0;8;0;0;102;0;0;0;0;0;0;10;0;0;0;0;0;0
19/11/2023;546;924;712;3;53;206;3;39;206;1251;480;10;9;11;131;0;26;630;0;3;0;25;1;1000;7;0;0;0;3;59;0;6;0;22;0;0;10;2;28;0;0;2;0;0;0;0;2016;0;25;0;6;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;74;0;0;0;0;0;0;0;0;0;0;358;0;0
26/11/2023;1404;1004;564;5;8;121;6;26;40;49;60;16;48;8;119;23;0;120;38;3;0;15;1;840;0;282;0;5;0;24;0;18;4;0;0;0;0;0;168;1006;0;15;0;0;0;0;96;540;40;0;0;0;0;240;0;0;0;0;0;6;240;0;0;0;0;0;0;0;0;276;0;0;0;0;0;0;0;0;0;0
3/12/2023;1530;1544;2552;24;80;224;24;41;257;2663;650;45;141;4;105;28;149;580;1;22;14;144;3;180;12;0;0;22;9;54;30;3;1;54;34;0;0;0;76;0;3;0;12;1;0;0;0;200;240;0;36;20;0;0;0;0;3;0;0;0;0;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10/12/2023;864;172;202;1;4;75;2;8;71;170;0;-6;34;37;251;7;77;300;4;0;2;21;3;310;2;109;0;2;4;52;9;6;0;0;0;0;0;0;49;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0
17/12/2023;1182;668;200;5;19;110;6;22;38;901;1;19;14;7;15;7;46;0;0;6;3;33;3;100;0;0;0;6;0;117;16;1;-2;7;0;0;0;0;60;0;2;43;2;0;0;0;0;0;50;0;2;0;0;0;0;0;3;0;0;2;0;84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24/12/2023;1022;552;307;0;5;37;2;7;20;409;0;5;4;16;9;4;50;0;0;2;8;36;1;167;0;0;0;0;0;30;6;15;3;0;0;0;178;1;101;0;0;0;0;0;1440;0;0;0;172;2;9;16;0;0;0;0;0;2;0;0;0;106;0;0;0;0;0;0;24;10;0;1;0;0;0;0;0;0;2140;0
31/12/2023;-2;0;0;0;0;0;-5;0;0;-10;600;0;0;0;0;0;0;300;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7/01/2024;700;446;286;7;46;0;13;37;0;-1;0;62;68;35;0;64;8;0;0;17;1;3;0;0;7;0;0;8;1;2;0;0;0;7;0;0;0;0;38;0;1;20;8;0;0;0;0;0;5;0;3;7;0;0;0;0;3;0;0;0;0;0;0;29;0;0;0;0;2;0;0;0;0;31;0;0;0;0;0;0
14/01/2024;2184;1943;1452;2;52;181;1;2;3;1589;2128;14;47;14;492;6;141;500;0;14;2;222;1;70;9;180;5;-12;5;163;0;0;-3;0;68;0;17;3;160;0;0;0;22;0;0;0;144;0;52;0;0;0;0;40;0;0;0;0;0;0;-320;348;0;0;0;0;0;0;0;10;0;0;5;0;0;0;0;0;0;0
21/01/2024;80;505;96;20;5;25;1;0;0;372;0;8;20;2;0;0;14;0;0;0;1;0;1;630;0;22;1;0;0;78;0;0;2;1;0;0;17;2;24;0;0;0;0;1;0;0;0;60;0;0;4;0;0;80;0;0;0;0;0;0;80;20;0;0;0;0;0;0;48;0;0;0;1;3;0;0;0;0;0;0
28/01/2024;512;876;1712;0;0;26;2;4;0;492;919;16;4;3;0;2;20;2322;0;4;5;0;0;1010;0;0;1;42;0;3;0;0;0;6;0;0;0;0;8;0;0;0;25;0;0;0;0;20;20;0;2;2;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;66;0;0;0;0;0;0;0;0;0;0
4/02/2024;472;1096;284;1;46;77;7;18;25;648;752;40;40;13;64;13;145;610;4;21;3;81;1;1330;3;15;2;39;7;173;0;0;7;11;34;0;34;2;136;0;3;11;5;1;0;0;0;140;40;1;37;0;0;0;0;0;0;0;171;2;520;98;138;0;0;0;0;0;0;0;400;0;4;0;306;0;0;0;0;0
11/02/2024;614;596;434;0;8;67;9;28;10;228;-650;19;16;0;30;5;0;-490;0;5;14;18;0;-487;3;0;0;0;0;100;24;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;384;0;0;0;0;0;0;160;0;0;0;1;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18/02/2024;1416;1134;1304;13;73;51;1;0;3;984;460;29;19;6;60;23;47;540;0;5;0;60;0;307;6;42;0;6;2;48;0;8;0;0;0;0;0;0;152;0;2;0;5;0;2400;0;48;70;240;0;0;0;0;0;0;0;0;0;60;0;0;700;50;0;0;2004;0;150;0;16;252;0;0;0;150;0;0;0;0;0
25/02/2024;2322;2838;2912;67;80;123;4;15;60;5568;195;93;126;16;60;27;130;568;8;31;29;228;4;13;10;345;0;25;10;109;36;19;1;30;0;0;0;0;72;0;2;50;25;0;0;2;0;120;480;0;33;0;0;0;0;0;7;0;0;4;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3/03/2024;306;860;444;84;13;42;8;15;0;288;249;9;6;32;12;25;32;200;0;7;13;87;5;190;0;0;0;0;0;60;0;0;4;2;0;31;0;0;216;0;5;0;2;0;0;0;240;234;20;0;0;2;0;400;0;0;0;0;0;0;240;12;0;0;0;0;0;0;2;0;0;0;0;714;0;0;0;0;0;0
10/03/2024;1612;590;452;4;42;72;13;23;65;24;200;4;27;0;54;15;20;412;0;4;12;522;4;64;0;0;0;8;3;28;48;3;4;33;0;0;0;1;8;0;3;60;8;0;0;0;96;244;60;0;0;2;0;120;0;0;0;0;0;0;120;192;0;0;0;0;0;0;96;42;0;0;0;0;0;0;0;0;0;0
17/03/2024;576;991;2658;5;37;122;4;23;36;840;620;35;21;18;314;32;20;788;4;14;15;6;1;410;0;324;0;13;0;18;0;0;3;-4;0;0;0;0;24;0;3;0;16;0;0;0;0;280;110;0;0;0;0;320;0;0;0;0;0;4;120;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24/03/2024;956;1142;2164;4;37;890;10;32;97;84;785;7;21;18;1010;5;288;40;2;3;5;315;1;740;6;607;1;0;6;93;4;-3;1;6;0;0;27;1;168;0;1;-30;0;1;0;0;144;40;177;1;10;0;0;360;0;0;0;0;0;0;0;84;0;13;1;0;0;0;0;0;0;1;1;162;0;3;1;0;0;0
31/03/2024;854;778;317;6;11;158;4;28;10;1008;500;27;45;1;0;56;60;1050;1;6;20;63;1;133;0;27;0;10;1;72;13;5;2;11;0;0;0;0;192;0;1;18;7;1;0;0;0;0;63;1;10;0;0;0;0;0;0;0;0;4;0;132;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7/04/2024;80;152;100;1;2;0;0;0;4;24;100;0;0;0;0;2;0;200;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;16;0;0;0;0;0;0;0;0;0;20;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0
14/04/2024;484;364;516;0;24;0;2;0;0;0;1910;14;4;0;30;24;0;400;0;0;0;96;1;999;0;0;0;0;3;182;0;0;0;0;0;0;0;2;96;0;1;0;0;0;0;0;456;100;0;0;0;0;0;640;0;0;0;0;0;1;560;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21/04/2024;1706;776;644;7;34;75;3;15;64;1404;332;49;22;25;55;14;47;306;4;6;2;21;1;170;6;0;1;0;5;127;10;26;1;7;0;0;17;0;265;0;2;12;5;0;108;0;0;80;152;0;21;0;0;0;104;0;0;0;0;0;0;34;20;0;1;0;0;60;0;26;40;0;1;0;0;3;0;0;40;0
28/04/2024;2904;1764;1176;7;22;286;8;8;109;684;320;12;4;8;536;16;21;1086;2;16;1;78;0;100;0;45;0;0;1;137;0;1;1;4;0;0;0;0;324;0;2;0;0;0;0;0;48;60;20;1;24;0;0;280;0;0;0;0;0;5;0;48;0;0;0;0;0;0;0;110;0;0;0;0;0;0;0;0;0;0
1/05/2024;1652;2220;1385;8;76;218;6;17;92;3996;1648;78;72;14;83;17;99;2360;4;15;9;78;2;810;10;204;2;10;10;162;26;13;1;58;0;0;32;1;272;0;1;10;15;1;1500;1;16;112;240;1;58;0;0;80;240;0;0;1;150;7;0;96;150;6;1;0;0;150;0;0;452;1;2;0;300;3;1;0;0;0
